brand_name,brand_slug,era,search_query,ebay_url,amazon_url
"Giant","giant","1940s","vintage 1940s Giant clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201940s%20Giant%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201940s%20Giant%20clothing&i=fashion"
"Giant","giant","1950s","vintage 1950s Giant clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201950s%20Giant%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201950s%20Giant%20clothing&i=fashion"
"Giant","giant","1960s","vintage 1960s Giant clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201960s%20Giant%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201960s%20Giant%20clothing&i=fashion"
"Giant","giant","1970s","vintage 1970s Giant clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201970s%20Giant%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201970s%20Giant%20clothing&i=fashion"
"Giant","giant","1980s","vintage 1980s Giant clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201980s%20Giant%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201980s%20Giant%20clothing&i=fashion"
"Giant","giant","1990s","vintage 1990s Giant clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201990s%20Giant%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201990s%20Giant%20clothing&i=fashion"
"Giant","giant","2000s","vintage 2000s Giant clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%202000s%20Giant%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%202000s%20Giant%20clothing&i=fashion"
"Giant","giant","2010s","vintage 2010s Giant clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%202010s%20Giant%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%202010s%20Giant%20clothing&i=fashion"
"Giant","giant","Modern (2020s)","Giant clothing","https://www.ebay.com/sch/i.html?_nkw=Giant%20clothing&_sacat=11450","https://www.amazon.com/s?k=Giant%20clothing&i=fashion"
"Giant","giant","Pre-1920s","vintage Pre-1920s Giant clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%20Pre-1920s%20Giant%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%20Pre-1920s%20Giant%20clothing&i=fashion"
"Gildan","gildan","1920s","vintage 1920s Gildan clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201920s%20Gildan%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201920s%20Gildan%20clothing&i=fashion"
"Gildan","gildan","1930s","vintage 1930s Gildan clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201930s%20Gildan%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201930s%20Gildan%20clothing&i=fashion"
"Gildan","gildan","1940s","vintage 1940s Gildan clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201940s%20Gildan%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201940s%20Gildan%20clothing&i=fashion"
"Gildan","gildan","1950s","vintage 1950s Gildan clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201950s%20Gildan%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201950s%20Gildan%20clothing&i=fashion"
"Gildan","gildan","1960s","vintage 1960s Gildan clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201960s%20Gildan%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201960s%20Gildan%20clothing&i=fashion"
"Gildan","gildan","1970s","vintage 1970s Gildan clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201970s%20Gildan%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201970s%20Gildan%20clothing&i=fashion"
"Gildan","gildan","1980s","vintage 1980s Gildan clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201980s%20Gildan%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201980s%20Gildan%20clothing&i=fashion"
"Gildan","gildan","1990s","vintage 1990s Gildan clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201990s%20Gildan%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201990s%20Gildan%20clothing&i=fashion"
"Gildan","gildan","2000s","vintage 2000s Gildan clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%202000s%20Gildan%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%202000s%20Gildan%20clothing&i=fashion"
"Gildan","gildan","2010s","vintage 2010s Gildan clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%202010s%20Gildan%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%202010s%20Gildan%20clothing&i=fashion"
"Gildan","gildan","Modern (2020s)","Gildan clothing","https://www.ebay.com/sch/i.html?_nkw=Gildan%20clothing&_sacat=11450","https://www.amazon.com/s?k=Gildan%20clothing&i=fashion"
"Gildan","gildan","Pre-1920s","vintage Pre-1920s Gildan clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%20Pre-1920s%20Gildan%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%20Pre-1920s%20Gildan%20clothing&i=fashion"
"Girbaud","girbaud","1920s","vintage 1920s Girbaud clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201920s%20Girbaud%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201920s%20Girbaud%20clothing&i=fashion"
"Girbaud","girbaud","1930s","vintage 1930s Girbaud clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201930s%20Girbaud%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201930s%20Girbaud%20clothing&i=fashion"
"Girbaud","girbaud","1940s","vintage 1940s Girbaud clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201940s%20Girbaud%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201940s%20Girbaud%20clothing&i=fashion"
"Girbaud","girbaud","1950s","vintage 1950s Girbaud clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201950s%20Girbaud%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201950s%20Girbaud%20clothing&i=fashion"
"Girbaud","girbaud","1960s","vintage 1960s Girbaud clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201960s%20Girbaud%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201960s%20Girbaud%20clothing&i=fashion"
"Girbaud","girbaud","1970s","vintage 1970s Girbaud clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201970s%20Girbaud%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201970s%20Girbaud%20clothing&i=fashion"
"Girbaud","girbaud","1980s","vintage 1980s Girbaud clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201980s%20Girbaud%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201980s%20Girbaud%20clothing&i=fashion"
"Girbaud","girbaud","1990s","vintage 1990s Girbaud clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201990s%20Girbaud%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201990s%20Girbaud%20clothing&i=fashion"
"Girbaud","girbaud","2000s","vintage 2000s Girbaud clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%202000s%20Girbaud%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%202000s%20Girbaud%20clothing&i=fashion"
"Girbaud","girbaud","2010s","vintage 2010s Girbaud clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%202010s%20Girbaud%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%202010s%20Girbaud%20clothing&i=fashion"
"Girbaud","girbaud","Modern (2020s)","Girbaud clothing","https://www.ebay.com/sch/i.html?_nkw=Girbaud%20clothing&_sacat=11450","https://www.amazon.com/s?k=Girbaud%20clothing&i=fashion"
"Girbaud","girbaud","Pre-1920s","vintage Pre-1920s Girbaud clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%20Pre-1920s%20Girbaud%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%20Pre-1920s%20Girbaud%20clothing&i=fashion"
"Givenchy","givenchy","1920s","vintage 1920s Givenchy clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201920s%20Givenchy%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201920s%20Givenchy%20clothing&i=fashion"
"Givenchy","givenchy","1930s","vintage 1930s Givenchy clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201930s%20Givenchy%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201930s%20Givenchy%20clothing&i=fashion"
"Givenchy","givenchy","1940s","vintage 1940s Givenchy clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201940s%20Givenchy%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201940s%20Givenchy%20clothing&i=fashion"
"Givenchy","givenchy","1950s","vintage 1950s Givenchy clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201950s%20Givenchy%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201950s%20Givenchy%20clothing&i=fashion"
"Givenchy","givenchy","1960s","vintage 1960s Givenchy clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201960s%20Givenchy%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201960s%20Givenchy%20clothing&i=fashion"
"Givenchy","givenchy","1970s","vintage 1970s Givenchy clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201970s%20Givenchy%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201970s%20Givenchy%20clothing&i=fashion"
"Givenchy","givenchy","1980s","vintage 1980s Givenchy clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201980s%20Givenchy%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201980s%20Givenchy%20clothing&i=fashion"
"Givenchy","givenchy","1990s","vintage 1990s Givenchy clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201990s%20Givenchy%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201990s%20Givenchy%20clothing&i=fashion"
"Givenchy","givenchy","2000s","vintage 2000s Givenchy clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%202000s%20Givenchy%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%202000s%20Givenchy%20clothing&i=fashion"
"Givenchy","givenchy","2010s","vintage 2010s Givenchy clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%202010s%20Givenchy%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%202010s%20Givenchy%20clothing&i=fashion"
"Givenchy","givenchy","Modern (2020s)","Givenchy clothing","https://www.ebay.com/sch/i.html?_nkw=Givenchy%20clothing&_sacat=11450","https://www.amazon.com/s?k=Givenchy%20clothing&i=fashion"
"Givenchy","givenchy","Pre-1920s","vintage Pre-1920s Givenchy clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%20Pre-1920s%20Givenchy%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%20Pre-1920s%20Givenchy%20clothing&i=fashion"
"Gloria Vanderbilt","gloria-vanderbilt","1920s","vintage 1920s Gloria Vanderbilt clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201920s%20Gloria%20Vanderbilt%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201920s%20Gloria%20Vanderbilt%20clothing&i=fashion"
"Gloria Vanderbilt","gloria-vanderbilt","1930s","vintage 1930s Gloria Vanderbilt clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201930s%20Gloria%20Vanderbilt%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201930s%20Gloria%20Vanderbilt%20clothing&i=fashion"
"Gloria Vanderbilt","gloria-vanderbilt","1940s","vintage 1940s Gloria Vanderbilt clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201940s%20Gloria%20Vanderbilt%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201940s%20Gloria%20Vanderbilt%20clothing&i=fashion"
"Gloria Vanderbilt","gloria-vanderbilt","1950s","vintage 1950s Gloria Vanderbilt clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201950s%20Gloria%20Vanderbilt%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201950s%20Gloria%20Vanderbilt%20clothing&i=fashion"
"Gloria Vanderbilt","gloria-vanderbilt","1960s","vintage 1960s Gloria Vanderbilt clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201960s%20Gloria%20Vanderbilt%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201960s%20Gloria%20Vanderbilt%20clothing&i=fashion"
"Gloria Vanderbilt","gloria-vanderbilt","1970s","vintage 1970s Gloria Vanderbilt clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201970s%20Gloria%20Vanderbilt%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201970s%20Gloria%20Vanderbilt%20clothing&i=fashion"
"Gloria Vanderbilt","gloria-vanderbilt","1980s","vintage 1980s Gloria Vanderbilt clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201980s%20Gloria%20Vanderbilt%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201980s%20Gloria%20Vanderbilt%20clothing&i=fashion"
"Gloria Vanderbilt","gloria-vanderbilt","1990s","vintage 1990s Gloria Vanderbilt clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201990s%20Gloria%20Vanderbilt%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201990s%20Gloria%20Vanderbilt%20clothing&i=fashion"
"Gloria Vanderbilt","gloria-vanderbilt","2000s","vintage 2000s Gloria Vanderbilt clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%202000s%20Gloria%20Vanderbilt%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%202000s%20Gloria%20Vanderbilt%20clothing&i=fashion"
"Gloria Vanderbilt","gloria-vanderbilt","2010s","vintage 2010s Gloria Vanderbilt clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%202010s%20Gloria%20Vanderbilt%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%202010s%20Gloria%20Vanderbilt%20clothing&i=fashion"
"Gloria Vanderbilt","gloria-vanderbilt","Modern (2020s)","Gloria Vanderbilt clothing","https://www.ebay.com/sch/i.html?_nkw=Gloria%20Vanderbilt%20clothing&_sacat=11450","https://www.amazon.com/s?k=Gloria%20Vanderbilt%20clothing&i=fashion"
"Gloria Vanderbilt","gloria-vanderbilt","Pre-1920s","vintage Pre-1920s Gloria Vanderbilt clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%20Pre-1920s%20Gloria%20Vanderbilt%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%20Pre-1920s%20Gloria%20Vanderbilt%20clothing&i=fashion"
"Gotcha","gotcha","1920s","vintage 1920s Gotcha clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201920s%20Gotcha%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201920s%20Gotcha%20clothing&i=fashion"
"Gotcha","gotcha","1930s","vintage 1930s Gotcha clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201930s%20Gotcha%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201930s%20Gotcha%20clothing&i=fashion"
"Gotcha","gotcha","1940s","vintage 1940s Gotcha clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201940s%20Gotcha%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201940s%20Gotcha%20clothing&i=fashion"
"Gotcha","gotcha","1950s","vintage 1950s Gotcha clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201950s%20Gotcha%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201950s%20Gotcha%20clothing&i=fashion"
"Gotcha","gotcha","1960s","vintage 1960s Gotcha clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201960s%20Gotcha%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201960s%20Gotcha%20clothing&i=fashion"
"Gotcha","gotcha","1970s","vintage 1970s Gotcha clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201970s%20Gotcha%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201970s%20Gotcha%20clothing&i=fashion"
"Gotcha","gotcha","1980s","vintage 1980s Gotcha clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201980s%20Gotcha%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201980s%20Gotcha%20clothing&i=fashion"
"Gotcha","gotcha","1990s","vintage 1990s Gotcha clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201990s%20Gotcha%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201990s%20Gotcha%20clothing&i=fashion"
"Gotcha","gotcha","2000s","vintage 2000s Gotcha clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%202000s%20Gotcha%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%202000s%20Gotcha%20clothing&i=fashion"
"Gotcha","gotcha","2010s","vintage 2010s Gotcha clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%202010s%20Gotcha%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%202010s%20Gotcha%20clothing&i=fashion"
"Gotcha","gotcha","Modern (2020s)","Gotcha clothing","https://www.ebay.com/sch/i.html?_nkw=Gotcha%20clothing&_sacat=11450","https://www.amazon.com/s?k=Gotcha%20clothing&i=fashion"
"Gotcha","gotcha","Pre-1920s","vintage Pre-1920s Gotcha clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%20Pre-1920s%20Gotcha%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%20Pre-1920s%20Gotcha%20clothing&i=fashion"
"Gucci","gucci","1920s","vintage 1920s Gucci clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201920s%20Gucci%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201920s%20Gucci%20clothing&i=fashion"
"Gucci","gucci","1930s","vintage 1930s Gucci clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201930s%20Gucci%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201930s%20Gucci%20clothing&i=fashion"
"Gucci","gucci","1940s","vintage 1940s Gucci clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201940s%20Gucci%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201940s%20Gucci%20clothing&i=fashion"
"Gucci","gucci","1950s","vintage 1950s Gucci clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201950s%20Gucci%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201950s%20Gucci%20clothing&i=fashion"
"Gucci","gucci","1960s","vintage 1960s Gucci clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201960s%20Gucci%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201960s%20Gucci%20clothing&i=fashion"
"Gucci","gucci","1970s","vintage 1970s Gucci clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201970s%20Gucci%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201970s%20Gucci%20clothing&i=fashion"
"Gucci","gucci","1980s","vintage 1980s Gucci clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201980s%20Gucci%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201980s%20Gucci%20clothing&i=fashion"
"Gucci","gucci","1990s","vintage 1990s Gucci clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201990s%20Gucci%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201990s%20Gucci%20clothing&i=fashion"
"Gucci","gucci","2000s","vintage 2000s Gucci clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%202000s%20Gucci%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%202000s%20Gucci%20clothing&i=fashion"
"Gucci","gucci","2010s","vintage 2010s Gucci clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%202010s%20Gucci%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%202010s%20Gucci%20clothing&i=fashion"
"Gucci","gucci","Modern (2020s)","Gucci clothing","https://www.ebay.com/sch/i.html?_nkw=Gucci%20clothing&_sacat=11450","https://www.amazon.com/s?k=Gucci%20clothing&i=fashion"
