brand_name,brand_slug,era,search_query,ebay_url,amazon_url
"Ocean Pacific (OP)","ocean-pacific-op","1980s","vintage 1980s Ocean Pacific (OP) clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201980s%20Ocean%20Pacific%20(OP)%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201980s%20Ocean%20Pacific%20(OP)%20clothing&i=fashion"
"Ocean Pacific (OP)","ocean-pacific-op","1990s","vintage 1990s Ocean Pacific (OP) clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201990s%20Ocean%20Pacific%20(OP)%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201990s%20Ocean%20Pacific%20(OP)%20clothing&i=fashion"
"Ocean Pacific (OP)","ocean-pacific-op","2000s","vintage 2000s Ocean Pacific (OP) clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%202000s%20Ocean%20Pacific%20(OP)%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%202000s%20Ocean%20Pacific%20(OP)%20clothing&i=fashion"
"Ocean Pacific (OP)","ocean-pacific-op","2010s","vintage 2010s Ocean Pacific (OP) clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%202010s%20Ocean%20Pacific%20(OP)%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%202010s%20Ocean%20Pacific%20(OP)%20clothing&i=fashion"
"Ocean Pacific (OP)","ocean-pacific-op","Modern (2020s)","Ocean Pacific (OP) clothing","https://www.ebay.com/sch/i.html?_nkw=Ocean%20Pacific%20(OP)%20clothing&_sacat=11450","https://www.amazon.com/s?k=Ocean%20Pacific%20(OP)%20clothing&i=fashion"
"Ocean Pacific (OP)","ocean-pacific-op","Pre-1920s","vintage Pre-1920s Ocean Pacific (OP) clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%20Pre-1920s%20Ocean%20Pacific%20(OP)%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%20Pre-1920s%20Ocean%20Pacific%20(OP)%20clothing&i=fashion"
"Old Navy","old-navy","1920s","vintage 1920s Old Navy clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201920s%20Old%20Navy%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201920s%20Old%20Navy%20clothing&i=fashion"
"Old Navy","old-navy","1930s","vintage 1930s Old Navy clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201930s%20Old%20Navy%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201930s%20Old%20Navy%20clothing&i=fashion"
"Old Navy","old-navy","1940s","vintage 1940s Old Navy clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201940s%20Old%20Navy%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201940s%20Old%20Navy%20clothing&i=fashion"
"Old Navy","old-navy","1950s","vintage 1950s Old Navy clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201950s%20Old%20Navy%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201950s%20Old%20Navy%20clothing&i=fashion"
"Old Navy","old-navy","1960s","vintage 1960s Old Navy clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201960s%20Old%20Navy%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201960s%20Old%20Navy%20clothing&i=fashion"
"Old Navy","old-navy","1970s","vintage 1970s Old Navy clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201970s%20Old%20Navy%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201970s%20Old%20Navy%20clothing&i=fashion"
"Old Navy","old-navy","1980s","vintage 1980s Old Navy clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201980s%20Old%20Navy%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201980s%20Old%20Navy%20clothing&i=fashion"
"Old Navy","old-navy","1990s","vintage 1990s Old Navy clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201990s%20Old%20Navy%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201990s%20Old%20Navy%20clothing&i=fashion"
"Old Navy","old-navy","2000s","vintage 2000s Old Navy clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%202000s%20Old%20Navy%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%202000s%20Old%20Navy%20clothing&i=fashion"
"Old Navy","old-navy","2010s","vintage 2010s Old Navy clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%202010s%20Old%20Navy%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%202010s%20Old%20Navy%20clothing&i=fashion"
"Old Navy","old-navy","Modern (2020s)","Old Navy clothing","https://www.ebay.com/sch/i.html?_nkw=Old%20Navy%20clothing&_sacat=11450","https://www.amazon.com/s?k=Old%20Navy%20clothing&i=fashion"
"Old Navy","old-navy","Pre-1920s","vintage Pre-1920s Old Navy clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%20Pre-1920s%20Old%20Navy%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%20Pre-1920s%20Old%20Navy%20clothing&i=fashion"
"Oneita","oneita","1920s","vintage 1920s Oneita clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201920s%20Oneita%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201920s%20Oneita%20clothing&i=fashion"
"Oneita","oneita","1930s","vintage 1930s Oneita clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201930s%20Oneita%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201930s%20Oneita%20clothing&i=fashion"
"Oneita","oneita","1940s","vintage 1940s Oneita clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201940s%20Oneita%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201940s%20Oneita%20clothing&i=fashion"
"Oneita","oneita","1950s","vintage 1950s Oneita clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201950s%20Oneita%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201950s%20Oneita%20clothing&i=fashion"
"Oneita","oneita","1960s","vintage 1960s Oneita clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201960s%20Oneita%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201960s%20Oneita%20clothing&i=fashion"
"Oneita","oneita","1970s","vintage 1970s Oneita clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201970s%20Oneita%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201970s%20Oneita%20clothing&i=fashion"
"Oneita","oneita","1980s","vintage 1980s Oneita clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201980s%20Oneita%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201980s%20Oneita%20clothing&i=fashion"
"Oneita","oneita","1990s","vintage 1990s Oneita clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201990s%20Oneita%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201990s%20Oneita%20clothing&i=fashion"
"Oneita","oneita","2000s","vintage 2000s Oneita clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%202000s%20Oneita%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%202000s%20Oneita%20clothing&i=fashion"
"Oneita","oneita","2010s","vintage 2010s Oneita clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%202010s%20Oneita%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%202010s%20Oneita%20clothing&i=fashion"
"Oneita","oneita","Modern (2020s)","Oneita clothing","https://www.ebay.com/sch/i.html?_nkw=Oneita%20clothing&_sacat=11450","https://www.amazon.com/s?k=Oneita%20clothing&i=fashion"
"Oneita","oneita","Pre-1920s","vintage Pre-1920s Oneita clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%20Pre-1920s%20Oneita%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%20Pre-1920s%20Oneita%20clothing&i=fashion"
"Orvis","orvis","1920s","vintage 1920s Orvis clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201920s%20Orvis%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201920s%20Orvis%20clothing&i=fashion"
"Orvis","orvis","1930s","vintage 1930s Orvis clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201930s%20Orvis%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201930s%20Orvis%20clothing&i=fashion"
"Orvis","orvis","1940s","vintage 1940s Orvis clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201940s%20Orvis%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201940s%20Orvis%20clothing&i=fashion"
"Orvis","orvis","1950s","vintage 1950s Orvis clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201950s%20Orvis%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201950s%20Orvis%20clothing&i=fashion"
"Orvis","orvis","1960s","vintage 1960s Orvis clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201960s%20Orvis%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201960s%20Orvis%20clothing&i=fashion"
"Orvis","orvis","1970s","vintage 1970s Orvis clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201970s%20Orvis%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201970s%20Orvis%20clothing&i=fashion"
"Orvis","orvis","1980s","vintage 1980s Orvis clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201980s%20Orvis%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201980s%20Orvis%20clothing&i=fashion"
"Orvis","orvis","1990s","vintage 1990s Orvis clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201990s%20Orvis%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201990s%20Orvis%20clothing&i=fashion"
"Orvis","orvis","2000s","vintage 2000s Orvis clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%202000s%20Orvis%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%202000s%20Orvis%20clothing&i=fashion"
"Orvis","orvis","2010s","vintage 2010s Orvis clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%202010s%20Orvis%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%202010s%20Orvis%20clothing&i=fashion"
"Orvis","orvis","Modern (2020s)","Orvis clothing","https://www.ebay.com/sch/i.html?_nkw=Orvis%20clothing&_sacat=11450","https://www.amazon.com/s?k=Orvis%20clothing&i=fashion"
"Orvis","orvis","Pre-1920s","vintage Pre-1920s Orvis clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%20Pre-1920s%20Orvis%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%20Pre-1920s%20Orvis%20clothing&i=fashion"
"OshKosh B'gosh","oshkosh-b-gosh","1920s","vintage 1920s OshKosh B'gosh clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201920s%20OshKosh%20B'gosh%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201920s%20OshKosh%20B'gosh%20clothing&i=fashion"
"OshKosh B'gosh","oshkosh-b-gosh","1930s","vintage 1930s OshKosh B'gosh clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201930s%20OshKosh%20B'gosh%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201930s%20OshKosh%20B'gosh%20clothing&i=fashion"
"OshKosh B'gosh","oshkosh-b-gosh","1940s","vintage 1940s OshKosh B'gosh clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201940s%20OshKosh%20B'gosh%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201940s%20OshKosh%20B'gosh%20clothing&i=fashion"
"OshKosh B'gosh","oshkosh-b-gosh","1950s","vintage 1950s OshKosh B'gosh clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201950s%20OshKosh%20B'gosh%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201950s%20OshKosh%20B'gosh%20clothing&i=fashion"
"OshKosh B'gosh","oshkosh-b-gosh","1960s","vintage 1960s OshKosh B'gosh clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201960s%20OshKosh%20B'gosh%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201960s%20OshKosh%20B'gosh%20clothing&i=fashion"
"OshKosh B'gosh","oshkosh-b-gosh","1970s","vintage 1970s OshKosh B'gosh clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201970s%20OshKosh%20B'gosh%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201970s%20OshKosh%20B'gosh%20clothing&i=fashion"
"OshKosh B'gosh","oshkosh-b-gosh","1980s","vintage 1980s OshKosh B'gosh clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201980s%20OshKosh%20B'gosh%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201980s%20OshKosh%20B'gosh%20clothing&i=fashion"
"OshKosh B'gosh","oshkosh-b-gosh","1990s","vintage 1990s OshKosh B'gosh clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201990s%20OshKosh%20B'gosh%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201990s%20OshKosh%20B'gosh%20clothing&i=fashion"
"OshKosh B'gosh","oshkosh-b-gosh","2000s","vintage 2000s OshKosh B'gosh clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%202000s%20OshKosh%20B'gosh%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%202000s%20OshKosh%20B'gosh%20clothing&i=fashion"
"OshKosh B'gosh","oshkosh-b-gosh","2010s","vintage 2010s OshKosh B'gosh clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%202010s%20OshKosh%20B'gosh%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%202010s%20OshKosh%20B'gosh%20clothing&i=fashion"
"OshKosh B'gosh","oshkosh-b-gosh","Modern (2020s)","OshKosh B'gosh clothing","https://www.ebay.com/sch/i.html?_nkw=OshKosh%20B'gosh%20clothing&_sacat=11450","https://www.amazon.com/s?k=OshKosh%20B'gosh%20clothing&i=fashion"
"OshKosh B'gosh","oshkosh-b-gosh","Pre-1920s","vintage Pre-1920s OshKosh B'gosh clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%20Pre-1920s%20OshKosh%20B'gosh%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%20Pre-1920s%20OshKosh%20B'gosh%20clothing&i=fashion"
"Palace","palace","1920s","vintage 1920s Palace clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201920s%20Palace%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201920s%20Palace%20clothing&i=fashion"
"Palace","palace","1930s","vintage 1930s Palace clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201930s%20Palace%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201930s%20Palace%20clothing&i=fashion"
"Palace","palace","1940s","vintage 1940s Palace clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201940s%20Palace%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201940s%20Palace%20clothing&i=fashion"
"Palace","palace","1950s","vintage 1950s Palace clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201950s%20Palace%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201950s%20Palace%20clothing&i=fashion"
"Palace","palace","1960s","vintage 1960s Palace clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201960s%20Palace%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201960s%20Palace%20clothing&i=fashion"
"Palace","palace","1970s","vintage 1970s Palace clothing","https://www.ebay.com/sch/i.html?_nkw=vintage%201970s%20Palace%20clothing&_sacat=11450","https://www.amazon.com/s?k=vintage%201970s%20Palace%20clothing&i=fashion"
